seed,update_index,candidate_index,candidate_hash,target_agent_id,target_gain,target_sign,vote_gain_count,vote_loss_count,vote_net_gain,vote_sign,geometry_type,constraint_passed,globally_accepted,rejection_reasons,target_nonregression_passed,team_vote_nonregression_passed,target_or_vote_progress_passed,terminal_invalid_nonregression_passed,assigned_residual_count,explicit_context_residual_count,context_orphan_count,assigned_residuals_repaired,context_residuals_repaired,context_vote_conversions,all_repair_distance_improvements,all_repair_distance_regressions,target_example_gains,target_example_losses,replay_support
48,30,3,c60eaa90aaf2e73c582e717ebe119d8a49dbd81a3808cf47ea8ae5c9f262d00d,1,-4,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,0,1,0,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,31,0,8876ad13e1b82ec9ce693aa03940bd0a347799ebb0ede5901a186fbde9f43669,2,3,+,0,4,-4,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,2,1,1,0,1,6,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
48,31,1,8a678d1e5aa31106f2dbfd0f8a560841d765e039db4e4c9e3aeb6549de4d2f08,2,2,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,2,0,0,0,0,4,9,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,0,0,972cf1a2f98ece0c3411ffe5ddb462e253724cc74e30500b3ff162f05137841c,2,-4,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,5,2,0,1,0,0,7,0,7,11,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,0,1,a0bdcfd49b7ca44d70f42d0e4eae664150ad3e907acc9b4ddfbdeb22bd28b27f,2,4,+,0,0,0,0,B_target_plus_vote_zero,True,False,[],True,True,True,True,5,2,0,2,1,0,11,0,11,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,0,2,4cda3bd1297f3353faab8b9e46eeca21ec9baa4eae58a7cb354d46406e0f788d,0,4,+,0,0,0,0,B_target_plus_vote_zero,True,False,[],True,True,True,True,5,2,0,2,1,0,11,0,11,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,0,3,abe09f02a61dbe0177c35563490c76b3e6e92bb7b17415a390d0c358b8ec4ca7,0,6,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,5,2,0,2,1,0,12,0,12,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,1,0,afa9faeb1c4e558b5796729fc1c6aab746b97d2fa0940f3fef27e636167bef68,4,4,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,3,2,2,3,2,0,10,0,10,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,1,1,b32b5321832516efae40b06a948bd0063d586b774412bb7a08a9f12edef62be6,4,2,+,0,0,0,0,B_target_plus_vote_zero,True,False,[],True,True,True,True,3,2,2,3,2,0,9,0,9,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,2,0,4f6f3711dd485188950163f36365223d16950ce826bb0553b799bb246d61bdde,2,3,+,9,4,5,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,4,2,0,4,2,2,10,4,10,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,2,1,d3d5db37063c82abc267d43105bf33a492bf302bfe1a66b739a67755de4ffff2,2,-3,-,6,2,4,+,E_target_minus_vote_plus,False,False,"[""target_regression""]",False,True,True,True,4,2,0,3,1,1,6,2,6,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,2,2,0622f2cdfb68cff7e280ee452b498589a99e16c8187858cf5e31a86e71b7f4f1,3,-3,-,6,2,4,+,E_target_minus_vote_plus,False,False,"[""target_regression""]",False,True,True,True,3,2,0,1,1,1,7,2,7,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,2,3,9cd209f9951580202d703d1991d3b5d3a15a8ece616a12b36468deb0f0aba739,3,-7,-,6,3,3,+,E_target_minus_vote_plus,False,False,"[""target_regression""]",False,True,True,True,3,2,0,0,0,0,7,3,7,14,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,3,0,9144640c046e5c4229f4462bb8a927430101978184f34b5e6f14b68965d62f57,2,-10,-,2,5,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,5,2,0,2,1,1,4,6,5,15,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,3,1,b8bb146979cd8acccda9d4187b2963949ae90f238d15181752a0006ad6b6c80c,2,-8,-,2,4,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,5,2,0,2,1,1,3,5,4,12,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,3,2,17113c487e7117d72531b81e28a43739b265fe03298d2bb152ab5e43a3e29c47,0,0,0,0,0,0,0,F_no_joint_value,False,False,"[""no_target_or_vote_progress""]",True,True,False,True,12,2,0,0,0,0,0,0,0,0,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,3,3,174785cd626c3e14d28965361255227aedd0fdeb67ebe36eba5bba6d501c46ad,0,0,0,2,2,0,0,F_no_joint_value,False,False,"[""no_target_or_vote_progress""]",True,True,False,True,12,2,0,0,0,0,2,4,4,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,4,0,0a91cebb7ad6d831524d83099c967ed95ba842cc6ca4e18c0d954bd2d0bc6d1e,1,6,+,2,0,2,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,1,1,0,1,1,1,5,2,10,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,4,1,31979b3faef65dbcb710d6e0aae9fb028670467db935af594aa32843d82bdf46,1,3,+,2,3,-1,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,1,1,1,2,7,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,4,2,127c4bd4e80d562d8a75da622c95f060560a992f6e2e847da6458f56b5b78944,2,-6,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,5,2,0,1,0,0,6,4,7,13,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,4,3,c2b743d76507c960c1bb04cb9583f76981a21d83b914048c8e79a52035590d34,2,-8,-,2,5,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,5,2,0,2,1,1,3,6,4,12,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,5,0,323d19fd6b84aa25af30ddc1853d7a9235996f842c4576850ab8d4d0897ef109,2,-1,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,1,1,2,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,5,1,c0c356ff511bedd808cc7dc357b151ef84ebf6e97bc9faa9a21dbeea80edab08,2,-2,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,3,1,6,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,6,0,435bb84840d79820cfdd1587fec8e960b73a4abdbcb105a212095c9de6c6b291,3,5,+,0,1,-1,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,0,5,11,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,6,1,5ce5968a80373d27e58c6a73158528c19c4914bc844f5ea90fdf328bbfb048e3,3,5,+,0,1,-1,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,0,5,11,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,7,0,42fc01062693022f610ae55f21bd81eb3778d23d9608e6e3f42c51b18a2270f3,4,-1,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,2,2,1,0,3,1,4,5,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,7,1,a5b23963e33c0ff0eb362283c9525def36d335a85af30238bd1ff697febbd81d,4,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,2,1,1,0,1,1,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,7,2,016cce02ce366ad8d792d9356c8cb9da5b8db6e3817da50a1fba7533654743d1,2,-4,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,1,1,2,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,7,3,3721514915f238c074420536c0b153a7d27313c19230a8c7606e947ddb9cfc93,2,-1,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,3,1,4,5,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,8,0,25f1d724c16f4a52f4721dbf710eb1f65ebc160fdec9c5cbcfc665e1fd69c89d,3,2,+,0,3,-3,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,0,7,9,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,8,1,e7ae68e3869ef3252ea5849752e799dbbe634a44180d10bb8371d6314ff6478a,3,5,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,1,1,0,0,0,0,2,6,13,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,9,0,94db72b165ae7cbfb6c0db354655251ba8b0efa2d2fb92540af4e3f55cbc030e,2,2,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,2,2,0,0,0,0,0,0,2,0,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,9,1,e533ebdd0b00ed05e154ec180c451f79cf528927869e27d1ce5e4a9d1eb23404,2,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,0,0,0,0,0,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,9,2,17094b792a38cdded77a6f3f07ccae18cc91f2acf79d287434b9d9ef80c82db2,4,-1,-,1,0,1,+,E_target_minus_vote_plus,False,False,"[""target_regression""]",False,True,True,True,6,2,2,0,0,0,1,0,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,9,3,ab4c700811f2242f21c1244ee869e40c99511516df7166a6ffda36e9cfc98c04,4,-6,-,1,2,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,2,1,0,0,2,2,2,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,10,0,27258fbb1a7138d2e43a422c345a1887deea37b8e42181f0deb8d18297af69e1,2,-12,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,1,1,1,5,3,6,18,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,10,1,4911606466ab7864ade6c17061d3136e432c24a3e20c41d12f4eea0e610546c8,2,-23,-,1,4,-3,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,1,1,1,6,4,7,30,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,10,2,41b468528972d56181a2d5d25ad3938c9f7cc0a782d8b08fd9ca932cd7f845c1,0,-5,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,1,2,2,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,10,3,69e8006a606651b025ee88ac842d16f769465ca67de3589e7392b90fd9473c9a,0,-2,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,9,2,0,0,0,0,1,2,2,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,11,0,1e254c62e516992df7440df32e241e74d288f8e01647a744568f4729cfb740ab,3,0,0,0,1,-1,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,1,1,0,0,0,0,0,4,9,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,11,1,266850154547a74a262b34e72695cc5a34431d41770bae1f3db109ea66a6589d,3,-3,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,0,6,8,11,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,11,2,08174fc0d1c5b8adf8cf4ef31bda6c5e052e97e4eaf95fcecd8c1d266eca46de,2,-7,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,2,1,3,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,11,3,f5e7b3907983e7b74faf686cde6626ce71eeff2c6ade4422311704fc0e26d0cf,2,-3,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,3,1,4,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,12,0,15b994a3b8d9f62ff95040433be442f21da68385d66d38ea8aca8a51e80b3557,4,-14,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,2,4,2,0,6,3,6,20,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,12,1,a1772391eb4c996fc8771a6839d952987d920c6c369b3b9e2e6cfcc2d1739cdc,4,-3,-,1,0,1,+,E_target_minus_vote_plus,False,False,"[""target_regression""]",False,True,True,True,6,2,2,2,1,0,3,0,3,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,12,2,06375af778eafc682cef7985708b1da5ab3632c1be8ffd15906ddb1df59315d3,2,-7,-,1,2,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,1,1,1,3,2,4,11,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,12,3,5e46c1b6313c6109b8a572fe0f3123bcd5ace8cc40eddc872b2ee2184a66d275,2,-10,-,1,3,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,1,1,1,4,3,5,15,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,13,0,8b6a3ddeb3fa62115a1624276cf3aaa08c33501911a4394bde470ddf10d366d6,0,1,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,9,2,0,2,0,0,2,0,2,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,13,1,bac3c4696bdf0e712e8adfbcf77dfd28912b9f1add07848cd5ff41d82238c6de,0,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,9,2,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,13,2,aed0dc72e05c52beaa9873db0e4de54d38f2e70ebf4a89d52d33613498219e8e,3,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,1,3,9,11,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,13,3,e6586b22f567941a1b2861c256bf1696de1bb289d66d0ae934f22bbf013df2b2,3,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,1,3,7,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,14,0,e2b36272d11bbd0909e4e1af16f01599d39fbfec6707dbfc9e667c575c8ef0d2,4,1,+,1,0,1,+,A_target_plus_vote_plus,True,True,[],True,True,True,True,8,2,2,0,0,0,1,0,2,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,15,0,1d16440474c723949d1aa391e247706affb480064360d311f4c3ba0882f84118,2,0,0,0,1,-1,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,1,1,0,0,0,0,1,1,3,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,15,1,4523bdc3c95a6388d4adaa58046f25306b440ee73df79ae49689621fa06114f2,2,1,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,1,1,0,0,0,0,0,0,2,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,15,2,07878ec7e4d75cc2770175b376a4fe2e413d667f7865a630f4ac86a4c964878b,3,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,0,0,0,1,3,7,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,15,3,a175897bcd964a64317ae35c46332b8f90a02e1f0087898720229752fe973f4b,3,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,0,0,0,1,3,8,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,16,0,5c45af7f0998599aa999a9d351bd9b048a36450d120c4b5789cfadd19b8e9f31,2,0,0,0,2,-2,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,1,1,0,0,0,0,2,2,3,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,16,1,97dfe3c9952c2abf26dfcbe0533bc3557cf6e28c7a9eaec5fd94a0d18f885f1a,2,-3,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,0,1,0,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,16,2,fd808e317bee1688133fd2f792592dd0ab69ce857eee60f180c5ad8b50ea93c9,4,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,8,2,2,1,0,0,1,0,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,17,0,ec626ec639537034267a9dae80c42b01876ec61fce7f6286caebb22728df1abb,3,3,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,0,0,0,0,0,5,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,17,1,fed05bbf7b26c29c4d324a3ccc23ff3d75b64911e255feff4b8f246f8a4fa6d6,3,3,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,0,0,0,0,0,5,11,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,17,2,f202b1732ca2aec48cd0bf5c795add4962bd374fbacf349652b4424efe18a7c2,0,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,0,0,0,0,0,2,1,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,17,3,f414575a06a0fa879a8fd9db5670fcc81b0f918c5f3d72040e8092a9488e4b05,0,0,0,0,0,0,0,F_no_joint_value,False,False,"[""no_target_or_vote_progress""]",True,True,False,True,6,2,0,0,0,0,0,1,1,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,18,0,75cd1803e137c3c9748f0bd954133472dbe5bffe509f975fd7242d48b263c957,2,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,0,1,0,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,19,0,04a70c352c65fd170f26e8a0ba50268e7ecb274c1cbb5c1befc3da848647487b,2,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,1,1,0,0,0,0,0,0,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,20,0,274d547652d016a56e9d236fa791bdb92ff8f4d1550a0c879986c6c4438ca1fb,0,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,20,1,f90873f49ae9cbd289b4ec24c4b2adaa796d41f85f855f74317481627d5333d0,0,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,0,0,0,0,0,3,1,3,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,21,0,574d15ea57166b35eeef5ae8c85af56b41db39f0634913173e9dbc4f78550fc7,2,-4,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,0,1,0,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,21,1,65b5d882218cc58a32f55bfb518457b07ee50b654ba4a0c990ea17c25e9dedb8,2,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,2,1,3,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,22,0,0062a1001f0e80e86077dadca6a22e3480dbfc49b104284b1b9e311fe139fc1b,3,3,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,0,0,0,0,0,5,10,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,22,1,9b97587cea1a20ae302c7234cb579c9b2a17d5f5f198423f88e5142b21e7725d,3,-8,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,0,0,0,1,4,4,12,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,22,2,04a70c352c65fd170f26e8a0ba50268e7ecb274c1cbb5c1befc3da848647487b,2,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,1,1,0,0,0,0,0,0,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,23,0,0ad11d762291b213d249fd231f75f4add60774a33d12810c0b0bd5552510e25a,2,-1,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,0,1,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,24,0,8acf9624dcaaf0092e5e4f6c198a1f52bed91d0ab12d53823f9dd06af415821a,4,2,+,0,0,0,0,B_target_plus_vote_zero,True,True,[],True,True,True,True,8,2,2,2,1,0,2,0,2,0,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,24,1,98f6c31c21338e3e397a28736e45aaf0eef598d0c53ffd79eb22623d2df8b801,3,0,0,0,2,-2,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,2,2,0,0,0,0,2,4,7,7,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,24,2,e262b661b93072e0c9da51e8247feadafac41f46e9ebc8ac0ca9d7c521d8388a,3,0,0,0,2,-2,-,F_no_joint_value,False,False,"[""team_vote_regression"",""no_target_or_vote_progress""]",True,False,False,True,2,2,0,0,0,0,1,4,9,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,25,0,77ab30cdf72b213838da2fc52dfeab5c74e3f041fd8e71d7640ae9982c3ce69d,2,-6,-,2,2,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,1,1,1,2,2,2,8,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,25,1,f216ee21f8524913e46f762415667aa4e92a31ce30e191160a73eabc84670e35,2,-2,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,0,0,0,0,0,0,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,26,0,7a4e72c0358d7bdb609671f12ce50ee35b00bc88789b3c1e1271b7794703c1c2,4,-3,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,6,2,2,0,0,0,0,1,1,4,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,26,1,8f9cb50c5856969e57a8640fbc112b3c6cc47716bd155f764fb64fcc6e955420,4,-7,-,1,1,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,6,2,2,1,0,0,3,1,3,10,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,26,2,658a0d7ce81fb4e04564f5b23bad9bd88bfb9fceaffa9e6bf5c658e4c6577a97,3,1,+,0,2,-2,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,0,0,0,0,0,5,10,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,26,3,e5ddc24d7e16a71f07b63c0f49bc888263af44724116d978e1fdaf32350094ec,3,3,+,0,1,-1,-,D_target_plus_vote_minus,False,False,"[""team_vote_regression""]",True,False,True,True,2,2,0,0,0,0,1,4,12,9,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,27,0,4ce9184f2fee73d6c1456d873b5711a33f9f26fdb8d79c2de22c83dee2d6c976,1,-6,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,3,4,6,12,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,27,1,e622563e5886d4088172efb9332b8940a0f705fad860229916016b64f7bbff57,1,-11,-,0,2,-2,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,1,1,0,0,0,0,2,5,6,17,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,27,2,0d4a4aba571b883bdb8a77665a443710ee8876bdc06efad3c9901a7d883b94c1,2,-2,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,0,0,0,0,1,0,2,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,28,0,37a80b824eec2ed2d4a48a92a102446584a42fd5cab0f6033b1f721d8d053a1b,2,-6,-,0,1,-1,-,F_no_joint_value,False,False,"[""target_regression"",""team_vote_regression"",""no_target_or_vote_progress""]",False,False,False,True,2,2,0,0,0,0,0,1,0,6,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
49,28,1,a701d69a77a83e4384bd2905ab41f57b87054c3b945a6d106049e07a269449a2,2,-1,-,0,0,0,0,F_no_joint_value,False,False,"[""target_regression"",""no_target_or_vote_progress""]",False,True,False,True,2,2,0,0,0,0,0,0,0,1,EXACT_READ_ONLY_SOLVER_CACHE_REPLAY
