trace_key,source_run,question_hash,agent_id,original_primary_family,original_secondary_family,primary_agreement,secondary_agreement,pair_agreement,major_agreement,mean_confidence,repeats,primary_labels,secondary_labels
P4_same_elimination_gemini_flash_lite_seed42::1f4ede31a771::4::89,P4_same_elimination_gemini_flash_lite_seed42,1f4ede31a771,4,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::70abc09af563::1::90,P4_mixed_strategy_deepseek_chat_seed42,70abc09af563,1,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_same_elimination_deepseek_chat_seed42::9dd74c85c9b5::1::91,P4_same_elimination_deepseek_chat_seed42,9dd74c85c9b5,1,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_same_elimination_gpt4omini_seed42::aea67609c697::1::92,P4_same_elimination_gpt4omini_seed42,aea67609c697,1,algebraic_derivation,equation_solving,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_mixed_strategy_qwen25_7b_seed42::b52740641844::0::93,P4_mixed_strategy_qwen25_7b_seed42,b52740641844,0,option_contrast,option_contradiction_check,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_gpt4omini_seed42::357d47ca3045::4::94,P4_same_elimination_gpt4omini_seed42,357d47ca3045,4,concept_definition_match,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::66cb33382134::4::95,P4_mixed_strategy_deepseek_chat_seed42,66cb33382134,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_qwen25_7b_seed42::1f4ede31a771::0::96,P4_mixed_strategy_qwen25_7b_seed42,1f4ede31a771,0,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_gpt4omini_seed42::72ec25d9df6f::2::97,P4_mixed_strategy_gpt4omini_seed42,72ec25d9df6f,2,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;option_contrast;distractor_elimination
P4_same_elimination_deepseek_chat_seed42::11f7bfe474b4::1::98,P4_same_elimination_deepseek_chat_seed42,11f7bfe474b4,1,counterexample_search,consistency_verification,1.0,1.0,1.0,1.0,0.85,3,counterexample_search;counterexample_search;counterexample_search,consistency_verification;consistency_verification;consistency_verification
P4_same_elimination_gemini_flash_lite_seed42::70abc09af563::3::99,P4_same_elimination_gemini_flash_lite_seed42,70abc09af563,3,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_same_elimination_qwen25_7b_seed42::a65051ae94fb::0::100,P4_same_elimination_qwen25_7b_seed42,a65051ae94fb,0,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_gpt4omini_seed42::e6f6ef41f241::1::101,P4_mixed_strategy_gpt4omini_seed42,e6f6ef41f241,1,algebraic_derivation,equation_solving,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_mixed_strategy_qwen25_7b_seed42::4b74f9bb8790::3::102,P4_mixed_strategy_qwen25_7b_seed42,4b74f9bb8790,3,approximation_bounding,approximation_bounding,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,option_contrast;approximation_bounding;approximation_bounding,answer_to_stem_backward_check;approximation_bounding;approximation_bounding
P4_same_elimination_deepseek_chat_seed42::f4888ae525b1::4::103,P4_same_elimination_deepseek_chat_seed42,f4888ae525b1,4,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_deepseek_chat_seed42::3ad581d1f287::4::104,P4_mixed_strategy_deepseek_chat_seed42,3ad581d1f287,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_deepseek_chat_seed42::5cda29621931::2::105,P4_mixed_strategy_deepseek_chat_seed42,5cda29621931,2,causal_mechanism_reasoning,concept_definition_match,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,concept_definition_match;causal_mechanism_reasoning;concept_definition_match,concept_definition_match;causal_mechanism_reasoning;concept_definition_match
P4_mixed_strategy_gpt4omini_seed42::6e81d90019ee::4::106,P4_mixed_strategy_gpt4omini_seed42,6e81d90019ee,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_same_elimination_deepseek_chat_seed42::237cf3345f62::4::107,P4_same_elimination_deepseek_chat_seed42,237cf3345f62,4,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_same_elimination_qwen25_7b_seed42::55fba252c226::4::108,P4_same_elimination_qwen25_7b_seed42,55fba252c226,4,symbolic_formulation,equation_solving,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5666666666666667,3,symbolic_formulation;rule_or_principle_application;symbolic_formulation,equation_solving;rule_or_principle_application;equation_solving
P4_same_elimination_deepseek_chat_seed42::dde288837cca::3::109,P4_same_elimination_deepseek_chat_seed42,dde288837cca,3,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_gemini_flash_lite_seed42::66cb33382134::2::110,P4_mixed_strategy_gemini_flash_lite_seed42,66cb33382134,2,quantitative_formula_application,algebraic_derivation,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,quantitative_formula_application;symbolic_formulation;quantitative_formula_application,algebraic_derivation;equation_solving;algebraic_derivation
P4_mixed_strategy_gpt4omini_seed42::6850325f2eed::3::111,P4_mixed_strategy_gpt4omini_seed42,6850325f2eed,3,constraint_propagation,constraint_propagation,1.0,1.0,1.0,1.0,0.85,3,causal_mechanism_reasoning;causal_mechanism_reasoning;causal_mechanism_reasoning,concept_definition_match;concept_definition_match;concept_definition_match
P4_same_elimination_deepseek_chat_seed42::0d434c2f3f4e::3::112,P4_same_elimination_deepseek_chat_seed42,0d434c2f3f4e,3,decomposition,decomposition,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;exhaustive_enumeration
P4_mixed_strategy_gpt4omini_seed42::2d6dfe40fd5d::3::113,P4_mixed_strategy_gpt4omini_seed42,2d6dfe40fd5d,3,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::ae156bbb57f7::0::114,P4_same_elimination_gemini_flash_lite_seed42,ae156bbb57f7,0,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;option_contrast;option_contrast
P4_same_elimination_gpt4omini_seed42::6e81d90019ee::1::115,P4_same_elimination_gpt4omini_seed42,6e81d90019ee,1,concept_definition_match,concept_definition_match,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,concept_definition_match;concept_definition_match;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::1163ebe8b743::2::116,P4_same_elimination_gemini_flash_lite_seed42,1163ebe8b743,2,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_gpt4omini_seed42::99b34d293fce::0::117,P4_mixed_strategy_gpt4omini_seed42,99b34d293fce,0,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_qwen25_7b_seed42::a8035d6baa18::2::118,P4_same_elimination_qwen25_7b_seed42,a8035d6baa18,2,option_contrast,option_contrast,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;answer_to_stem_backward_check
P4_mixed_strategy_gpt4omini_seed42::d448d01be0a9::4::119,P4_mixed_strategy_gpt4omini_seed42,d448d01be0a9,4,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_qwen25_7b_seed42::f4f8b1d07bd4::0::120,P4_mixed_strategy_qwen25_7b_seed42,f4f8b1d07bd4,0,concept_definition_match,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,concept_definition_match;concept_definition_match;concept_definition_match
P4_mixed_strategy_gemini_flash_lite_seed42::98cc20f41460::4::121,P4_mixed_strategy_gemini_flash_lite_seed42,98cc20f41460,4,option_contrast,answer_to_stem_backward_check,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.85,3,option_contrast;concept_definition_match;option_contrast,answer_to_stem_backward_check;option_contrast;option_contrast
P4_same_elimination_gpt4omini_seed42::5cda29621931::2::122,P4_same_elimination_gpt4omini_seed42,5cda29621931,2,causal_mechanism_reasoning,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,causal_mechanism_reasoning;causal_mechanism_reasoning;causal_mechanism_reasoning,concept_definition_match;concept_definition_match;concept_definition_match
P4_mixed_strategy_gpt4omini_seed42::7271c22f591a::2::123,P4_mixed_strategy_gpt4omini_seed42,7271c22f591a,2,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_deepseek_chat_seed42::d1ea00cab364::2::124,P4_mixed_strategy_deepseek_chat_seed42,d1ea00cab364,2,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_gpt4omini_seed42::3799a0c4c40e::3::125,P4_same_elimination_gpt4omini_seed42,3799a0c4c40e,3,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;option_contrast;option_contrast
P4_same_elimination_deepseek_chat_seed42::d448d01be0a9::3::126,P4_same_elimination_deepseek_chat_seed42,d448d01be0a9,3,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_deepseek_chat_seed42::ff7632457703::2::127,P4_mixed_strategy_deepseek_chat_seed42,ff7632457703,2,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_gpt4omini_seed42::3a5320d3e422::4::128,P4_same_elimination_gpt4omini_seed42,3a5320d3e422,4,option_contrast,option_contrast,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;concept_definition_match,distractor_elimination;distractor_elimination;concept_definition_match
P4_same_elimination_gemini_flash_lite_seed42::2ff0314a4b2b::2::129,P4_same_elimination_gemini_flash_lite_seed42,2ff0314a4b2b,2,option_contrast,distractor_elimination,1.0,0.3333333333333333,0.3333333333333333,1.0,0.85,3,option_contrast;option_contrast;option_contrast,answer_to_stem_backward_check;distractor_elimination;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::3a5320d3e422::1::130,P4_mixed_strategy_deepseek_chat_seed42,3a5320d3e422,1,historical_context_reasoning,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,case_analysis;case_analysis;case_analysis
P4_mixed_strategy_deepseek_chat_seed42::6e81d90019ee::2::131,P4_mixed_strategy_deepseek_chat_seed42,6e81d90019ee,2,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_deepseek_chat_seed42::aea67609c697::2::132,P4_mixed_strategy_deepseek_chat_seed42,aea67609c697,2,equation_solving,equation_solving,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_mixed_strategy_gpt4omini_seed42::b6f82dae77a3::4::133,P4_mixed_strategy_gpt4omini_seed42,b6f82dae77a3,4,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_gpt4omini_seed42::98cc20f41460::3::134,P4_mixed_strategy_gpt4omini_seed42,98cc20f41460,3,causal_mechanism_reasoning,option_contrast,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,option_contrast;rule_or_principle_application;rule_or_principle_application,distractor_elimination;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::a63408590859::0::135,P4_mixed_strategy_deepseek_chat_seed42,a63408590859,0,causal_mechanism_reasoning,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,causal_mechanism_reasoning;causal_mechanism_reasoning;causal_mechanism_reasoning,concept_definition_match;concept_definition_match;concept_definition_match
P4_mixed_strategy_qwen25_7b_seed42::71a57db45dbf::2::136,P4_mixed_strategy_qwen25_7b_seed42,71a57db45dbf,2,distractor_elimination,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,distractor_elimination;distractor_elimination;distractor_elimination,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_deepseek_chat_seed42::9fa057383e15::1::137,P4_mixed_strategy_deepseek_chat_seed42,9fa057383e15,1,rule_or_principle_application,rule_or_principle_application,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;concept_definition_match,concept_definition_match;concept_definition_match;option_contrast
P4_mixed_strategy_gpt4omini_seed42::2ff0314a4b2b::0::138,P4_mixed_strategy_gpt4omini_seed42,2ff0314a4b2b,0,option_contrast,option_contrast,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_mixed_strategy_gpt4omini_seed42::72d800127956::3::139,P4_mixed_strategy_gpt4omini_seed42,72d800127956,3,equation_solving,direct_computation,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5833333333333334,3,equation_solving;equation_solving;equation_solving,equation_solving;direct_computation;equation_solving
P4_mixed_strategy_gemini_flash_lite_seed42::03c44704cc48::4::140,P4_mixed_strategy_gemini_flash_lite_seed42,03c44704cc48,4,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_deepseek_chat_seed42::557a0c8a62f6::4::141,P4_same_elimination_deepseek_chat_seed42,557a0c8a62f6,4,option_contrast,distractor_elimination,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.85,3,option_contrast;decomposition;option_contrast,distractor_elimination;decomposition;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::82e534086949::1::142,P4_same_elimination_gemini_flash_lite_seed42,82e534086949,1,option_contrast,answer_to_stem_backward_check,1.0,0.3333333333333333,0.3333333333333333,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;answer_to_stem_backward_check;distractor_elimination
P4_same_elimination_deepseek_chat_seed42::a63408590859::0::143,P4_same_elimination_deepseek_chat_seed42,a63408590859,0,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_qwen25_7b_seed42::3a5320d3e422::1::144,P4_same_elimination_qwen25_7b_seed42,3a5320d3e422,1,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_deepseek_chat_seed42::744ba5fc0ece::4::145,P4_same_elimination_deepseek_chat_seed42,744ba5fc0ece,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_mixed_strategy_qwen25_7b_seed42::11f7bfe474b4::0::146,P4_mixed_strategy_qwen25_7b_seed42,11f7bfe474b4,0,case_analysis,option_contrast,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_gpt4omini_seed42::557a0c8a62f6::4::147,P4_mixed_strategy_gpt4omini_seed42,557a0c8a62f6,4,decomposition,decomposition,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.85,3,case_analysis;decomposition;case_analysis,option_contrast;option_contrast;option_contrast
P4_same_elimination_qwen25_7b_seed42::08c78c1b66a0::0::148,P4_same_elimination_qwen25_7b_seed42,08c78c1b66a0,0,algebraic_derivation,algebraic_derivation,1.0,1.0,1.0,1.0,0.85,3,algebraic_derivation;algebraic_derivation;algebraic_derivation,equation_solving;equation_solving;equation_solving
P4_mixed_strategy_gpt4omini_seed42::ae62d92fd751::3::149,P4_mixed_strategy_gpt4omini_seed42,ae62d92fd751,3,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_same_elimination_deepseek_chat_seed42::1f4ede31a771::0::150,P4_same_elimination_deepseek_chat_seed42,1f4ede31a771,0,decomposition,option_contrast,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_same_elimination_qwen25_7b_seed42::0d434c2f3f4e::1::151,P4_same_elimination_qwen25_7b_seed42,0d434c2f3f4e,1,concept_definition_match,concept_definition_match,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,concept_definition_match;concept_definition_match;concept_definition_match
P4_same_elimination_qwen25_7b_seed42::237e5cab91d3::0::152,P4_same_elimination_qwen25_7b_seed42,237e5cab91d3,0,quantitative_formula_application,direct_computation,1.0,1.0,1.0,1.0,0.85,3,quantitative_formula_application;quantitative_formula_application;quantitative_formula_application,algebraic_derivation;algebraic_derivation;algebraic_derivation
P4_mixed_strategy_gemini_flash_lite_seed42::3a5320d3e422::1::153,P4_mixed_strategy_gemini_flash_lite_seed42,3a5320d3e422,1,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;option_contrast;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::f1bafee3f8af::3::154,P4_same_elimination_gemini_flash_lite_seed42,f1bafee3f8af,3,option_contrast,answer_to_stem_backward_check,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_same_elimination_deepseek_chat_seed42::66cb33382134::2::155,P4_same_elimination_deepseek_chat_seed42,66cb33382134,2,concept_definition_match,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_same_elimination_gpt4omini_seed42::55fba252c226::2::156,P4_same_elimination_gpt4omini_seed42,55fba252c226,2,quantitative_formula_application,option_contrast,1.0,1.0,1.0,1.0,0.0,3,rule_or_principle_application;rule_or_principle_application;rule_or_principle_application,rule_or_principle_application;rule_or_principle_application;rule_or_principle_application
P4_mixed_strategy_gemini_flash_lite_seed42::3ec5787946d0::4::157,P4_mixed_strategy_gemini_flash_lite_seed42,3ec5787946d0,4,proof_by_contradiction,consistency_verification,1.0,1.0,1.0,1.0,0.85,3,proof_by_contradiction;proof_by_contradiction;proof_by_contradiction,consistency_verification;consistency_verification;consistency_verification
P4_same_elimination_gemini_flash_lite_seed42::4a047718039c::3::158,P4_same_elimination_gemini_flash_lite_seed42,4a047718039c,3,option_contrast,option_contrast,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,answer_to_stem_backward_check;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::9fa057383e15::0::159,P4_mixed_strategy_deepseek_chat_seed42,9fa057383e15,0,decomposition,decomposition,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.85,3,concept_definition_match;concept_definition_match;decomposition,option_contrast;option_contrast;decomposition
P4_same_elimination_deepseek_chat_seed42::ae62d92fd751::1::160,P4_same_elimination_deepseek_chat_seed42,ae62d92fd751,1,decomposition,decomposition,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.85,3,symbolic_formulation;decomposition;decomposition,symbolic_formulation;decomposition;decomposition
P4_mixed_strategy_deepseek_chat_seed42::ae156bbb57f7::3::161,P4_mixed_strategy_deepseek_chat_seed42,ae156bbb57f7,3,concept_definition_match,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::2985ffe3f94f::4::162,P4_mixed_strategy_deepseek_chat_seed42,2985ffe3f94f,4,decomposition,decomposition,1.0,1.0,1.0,1.0,0.85,3,decomposition;decomposition;decomposition,decomposition;decomposition;decomposition
P4_same_elimination_gemini_flash_lite_seed42::2d6dfe40fd5d::2::163,P4_same_elimination_gemini_flash_lite_seed42,2d6dfe40fd5d,2,option_contrast,option_contrast,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,case_analysis;option_contrast;option_contrast
P4_same_elimination_gpt4omini_seed42::61575c238849::0::164,P4_same_elimination_gpt4omini_seed42,61575c238849,0,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_deepseek_chat_seed42::e55445e07e9f::2::165,P4_mixed_strategy_deepseek_chat_seed42,e55445e07e9f,2,option_contrast,answer_to_stem_backward_check,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;option_contrast;distractor_elimination
P4_mixed_strategy_gpt4omini_seed42::dc85d6955e92::0::166,P4_mixed_strategy_gpt4omini_seed42,dc85d6955e92,0,exhaustive_enumeration,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_mixed_strategy_qwen25_7b_seed42::4ef9f5e50a51::0::167,P4_mixed_strategy_qwen25_7b_seed42,4ef9f5e50a51,0,quantitative_formula_application,algebraic_derivation,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,quantitative_formula_application;quantitative_formula_application;quantitative_formula_application,algebraic_derivation;algebraic_derivation;quantitative_formula_application
P4_mixed_strategy_qwen25_7b_seed42::fadab7af0bf6::2::168,P4_mixed_strategy_qwen25_7b_seed42,fadab7af0bf6,2,concept_definition_match,concept_definition_match,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.85,3,distractor_elimination;distractor_elimination;concept_definition_match,distractor_elimination;distractor_elimination;concept_definition_match
P4_same_elimination_qwen25_7b_seed42::e668c65c8a2a::3::169,P4_same_elimination_qwen25_7b_seed42,e668c65c8a2a,3,option_contradiction_check,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contradiction_check;option_contradiction_check;option_contradiction_check,distractor_elimination;distractor_elimination;distractor_elimination
P4_mixed_strategy_deepseek_chat_seed42::44087b92bed9::0::170,P4_mixed_strategy_deepseek_chat_seed42,44087b92bed9,0,concept_definition_match,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::e668c65c8a2a::3::171,P4_same_elimination_gemini_flash_lite_seed42,e668c65c8a2a,3,option_contrast,distractor_elimination,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.85,3,answer_to_stem_backward_check;option_contrast;option_contrast,answer_to_stem_backward_check;distractor_elimination;distractor_elimination
P4_mixed_strategy_qwen25_7b_seed42::2985ffe3f94f::1::172,P4_mixed_strategy_qwen25_7b_seed42,2985ffe3f94f,1,option_contrast,distractor_elimination,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,distractor_elimination;distractor_elimination;distractor_elimination
P4_same_elimination_gpt4omini_seed42::55fba252c226::1::173,P4_same_elimination_gpt4omini_seed42,55fba252c226,1,quantitative_formula_application,option_contrast,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8666666666666667,3,symbolic_formulation;algebraic_derivation;quantitative_formula_application,symbolic_formulation;equation_solving;option_contrast
P4_same_elimination_qwen25_7b_seed42::f4888ae525b1::4::174,P4_same_elimination_qwen25_7b_seed42,f4888ae525b1,4,option_contrast,distractor_elimination,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;distractor_elimination;distractor_elimination
P4_same_elimination_gemini_flash_lite_seed42::b97dc80f265a::3::175,P4_same_elimination_gemini_flash_lite_seed42,b97dc80f265a,3,option_contrast,option_contrast,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,option_contrast;option_contrast;option_contrast
P4_same_elimination_gemini_flash_lite_seed42::eb4a8d4679f1::2::176,P4_same_elimination_gemini_flash_lite_seed42,eb4a8d4679f1,2,option_contrast,option_contrast,1.0,0.6666666666666666,0.6666666666666666,1.0,0.85,3,option_contrast;option_contrast;option_contrast,answer_to_stem_backward_check;option_contrast;option_contrast
P4_mixed_strategy_gemini_flash_lite_seed42::744ba5fc0ece::2::177,P4_mixed_strategy_gemini_flash_lite_seed42,744ba5fc0ece,2,option_contrast,answer_to_stem_backward_check,1.0,1.0,1.0,1.0,0.85,3,option_contrast;option_contrast;option_contrast,answer_to_stem_backward_check;answer_to_stem_backward_check;answer_to_stem_backward_check
P4_mixed_strategy_qwen25_7b_seed42::a8ec159ddb55::1::178,P4_mixed_strategy_qwen25_7b_seed42,a8ec159ddb55,1,case_analysis,case_analysis,1.0,1.0,1.0,1.0,0.85,3,case_analysis;case_analysis;case_analysis,case_analysis;case_analysis;case_analysis
P4_mixed_strategy_gemini_flash_lite_seed42::98cc20f41460::2::179,P4_mixed_strategy_gemini_flash_lite_seed42,98cc20f41460,2,concept_definition_match,option_contrast,1.0,1.0,1.0,1.0,0.85,3,concept_definition_match;concept_definition_match;concept_definition_match,option_contrast;option_contrast;option_contrast
