blinded_id,family_div,gpt_distinct_methods_count,gpt_method_diversity_score,major_div,metric,metric_value,model,original_bucket,question_hash,rank_by_id,run_name,side,trace_embedding_div,trace_token_div
P7G0058,0.9609640474436812,1,1,0.9709505944546688,major_div,0.9709505944546688,deepseek-chat,high_strategy,40a7b21be7a8,10,P4_same_definition_deepseek_chat_seed42,high,0.021602931016532323,0.1417261346396097
P7G0064,0.9467540563344592,1,1,0.9709505944546688,major_div,0.9709505944546688,gpt-4o-mini,high_strategy,2985ffe3f94f,11,P4_mixed_strategy_gpt4omini_seed42,high,0.05116772616683929,0.16224263237861136
P7G0072,0.9477776585187795,1,1,0.9709505944546688,major_div,0.9709505944546688,deepseek-chat,high_strategy,44087b92bed9,12,P4_mixed_strategy_deepseek_chat_seed42,high,0.0552175556009068,0.1950905491306315
P7G0073,0.9477776585187794,2,2,0.9953784388202258,major_div,0.9953784388202258,gemini-2.5-flash-lite,high_strategy,237e5cab91d3,13,P4_same_elimination_gemini_flash_lite_seed42,high,0.08569528685803895,0.3532884954437383
P7G0075,0.9372222272898199,2,2,0.9709505944546688,major_div,0.9709505944546688,deepseek-chat,high_strategy,237e5cab91d3,14,P4_same_elimination_deepseek_chat_seed42,high,0.054329886034325425,0.2696084909093496
P7G0079,0.7497471597122057,1,1,0.9814538950336537,major_div,0.9814538950336537,qwen3.5-plus,low_text_high_strategy,7f58595c17d5,15,P4_same_prompt_qwen35_plus_seed42,high,0.0069522824231482705,0.030182312494668295
P7G0089,0.661733477073473,1,1,0.9709505944546688,major_div,0.9709505944546688,gpt-4o-mini,low_text_high_strategy,e0adf9fd8810,16,P4_same_prompt_gpt4omini_seed42,high,0.015170917744048884,0.08037824635996793
P7G0090,0.9124654865013817,1,1,0.9953784388202258,major_div,0.9953784388202258,deepseek-chat,high_strategy,02c5f132bd5c,17,P4_same_definition_deepseek_chat_seed42,high,0.06097870035438224,0.10216433802964686
P7G0091,0.7384238471797537,1,1,0.9814538950336537,major_div,0.9814538950336537,qwen3.5-plus,low_text_high_strategy,5cda29621931,18,P4_same_prompt_qwen35_plus_seed42,high,0.013835007343868555,0.041002329448267316
P7G0097,0.741862494389166,1,1,0.9814538950336537,major_div,0.9814538950336537,qwen3.5-plus,low_text_high_strategy,b084de2ef60f,19,P4_same_prompt_qwen35_plus_seed42,high,0.007986528071138865,0.018227305045986797
P7G0103,0.6291771741199458,1,1,0.9899449185263031,major_div,0.9899449185263031,qwen3.5-plus,low_text_high_strategy,896e76701411,20,P4_same_prompt_qwen35_plus_seed42,high,0.016645579828102997,0.04836186685018151
P7G0001,0.3424798724073079,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text,1f4ede31a771,1,P4_same_elimination_qwen25_7b_seed42,low,0.33116348395736783,0.6347574641352827
P7G0002,0.2646804326436821,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,ae156bbb57f7,2,P4_same_elimination_qwen25_7b_seed42,low,0.31227481756406306,0.539737860444437
P7G0003,0.292119405821428,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,82e534086949,3,P4_same_definition_qwen25_7b_seed42,low,0.28810769882523446,0.5268135088679138
P7G0005,0.3424798724073079,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,c2d812e5a35d,4,P4_same_elimination_qwen25_7b_seed42,low,0.3014404587939057,0.48312575163984817
P7G0006,0.0,1,1,0.0,major_div,0.0,gpt-4o-mini,low_text,e55445e07e9f,5,P4_same_prompt_gpt4omini_seed42,low,0.00386606801521161,0.03966437987158178
P7G0007,0.2646804326436821,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,9dd74c85c9b5,6,P4_same_elimination_qwen25_7b_seed42,low,0.29993234938829394,0.5713308568277227
P7G0008,0.3014088775086746,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,7271c22f591a,7,P4_same_elimination_qwen25_7b_seed42,low,0.3048591880949346,0.6139097281773708
P7G0009,0.2646804326436821,3,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,2d6dfe40fd5d,8,P4_same_elimination_qwen25_7b_seed42,low,0.28787322486859224,0.5987842569768209
P7G0012,0.0,1,1,0.0,major_div,0.0,gemini-2.5-flash-lite,low_strategy,e55445e07e9f,9,P4_same_definition_gemini_flash_lite_seed42,low,0.012035724370525025,0.05789091682051839
P7G0013,0.36096404744368116,3,3,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,237cf3345f62,10,P4_same_definition_qwen25_7b_seed42,low,0.30476175209001044,0.574241509952322
P7G0014,0.0,1,1,0.0,major_div,0.0,gemini-2.5-flash-lite,low_text,6e81d90019ee,11,P4_mixed_strategy_gemini_flash_lite_seed42,low,0.0044982494478796875,0.01346834316444645
P7G0016,0.0,1,1,0.0,major_div,0.0,deepseek-chat,low_strategy,71a57db45dbf,12,P4_same_elimination_deepseek_chat_seed42,low,0.007011019629832527,0.08803945321377993
P7G0018,0.292119405821428,3,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,70536d8d2aa0,13,P4_same_definition_qwen25_7b_seed42,low,0.285331445572354,0.564149223839471
P7G0020,0.0,1,1,0.0,major_div,0.0,gpt-4o-mini,low_strategy,b52740641844,14,P4_same_elimination_gpt4omini_seed42,low,0.008729522896894104,0.039318601228782724
P7G0022,0.0,1,1,0.0,major_div,0.0,qwen3.5-plus,low_strategy,6b1eb1e617dc,15,P4_same_prompt_qwen35_plus_seed42,low,0.0069261427340803206,0.02979988980919912
P7G0025,0.381649514770862,2,2,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text,1344eb3e8338,16,P4_mixed_strategy_qwen25_7b_seed42,low,0.33609825386640035,0.6305879079686644
P7G0026,0.3014088775086746,4,3,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text,44087b92bed9,17,P4_mixed_strategy_qwen25_7b_seed42,low,0.34235164555823916,0.6392516596552851
P7G0027,0.0,1,1,0.0,major_div,0.0,gpt-4o-mini,low_strategy,6850325f2eed,18,P4_same_elimination_gpt4omini_seed42,low,0.011495180338616406,0.10407695503691117
P7G0028,0.0,1,1,0.0,major_div,0.0,gpt-4o-mini,low_strategy,df0e7d3fed0d,19,P4_same_prompt_gpt4omini_seed42,low,0.008772841227437711,0.0857991504673411
P7G0030,0.2833462224894365,3,3,0.0,major_div,0.0,qwen2.5-7b-instruct,high_text_low_strategy,44087b92bed9,20,P4_same_elimination_qwen25_7b_seed42,low,0.32275305906749596,0.6182309615952304
